date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:59:37	1619/1619	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec5-653%22	https://cdnjs.cloudflare.com/ajax/libs/js-cookie/2.2.1/js.cookie.min.js	C:/Users/ABHIRAM/Desktop/archa/archa/cdnjs.cloudflare.com/ajax/libs/js-cookie/2.2.1/js.cookie.min.js	(from https://www.guts.agency/)
00:59:38	1579293/1579293	---M--	200	added ('OK')	image/png	etag:%22d16f76d73d5f28efecbc2f6914af3584%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62864a13e14d5b0897533fa8_Fair.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62864a13e14d5b0897533fa8_Fair.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:39	1707705/1707705	---M--	200	added ('OK')	image/png	etag:%221b09b49e9f6c364d9ff36a2ab3f1f776%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62865324d44ded8b576faf7e_Nanox.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62865324d44ded8b576faf7e_Nanox.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:39	2277113/2277113	---M--	200	added ('OK')	image/jpeg	etag:%226dc79e8b3846c8a15a727b1c18dbd883%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628653a599f6151775480eab_HP%20Homepage%20Hero.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628653a599f6151775480eab_HP%20Homepage%20Hero.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:39	1022196/1022196	---M--	200	added ('OK')	image/jpeg	etag:%22b2b7d898581018a39ccc0aeeb9687546%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628653a4ffa075a4f554fa4d_Predicta%20Med%20Homepage%20Hero.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628653a4ffa075a4f554fa4d_Predicta%20Med%20Homepage%20Hero.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:41	1361597/1361597	---M--	200	added ('OK')	image/png	etag:%22eba581e0333067a5fd50c608b5f06018%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628651a5f6af1c2574219dff_Atidot%20Homepage.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628651a5f6af1c2574219dff_Atidot%20Homepage.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:41	1638608/1638608	---M--	200	added ('OK')	image/jpeg	etag:%222e9c8d4c6931aa0b1337699f608407d5%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afed5fa2656bc295d1e4_01.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afed5fa2656bc295d1e4_01.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:41	2762095/2762095	---M--	200	added ('OK')	image/jpeg	etag:%22cc4c66aafe38468bf42424fdf34985aa%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628652becf7ed370a170841c_Xtend%20Homepage%20Hero.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628652becf7ed370a170841c_Xtend%20Homepage%20Hero.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:41	874289/874289	---M--	200	added ('OK')	image/jpeg	etag:%226762ce0e8d320122c93a6103e0318867%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afec1c25cf2f8801401b_02.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afec1c25cf2f8801401b_02.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:41	1017906/1017906	---M--	200	added ('OK')	image/jpeg	etag:%22864c1ea80c35df83f058e6772d2e6400%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afec83a5c6bc02f5e2f4_03.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afec83a5c6bc02f5e2f4_03.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:41	873922/873922	---M--	200	added ('OK')	image/jpeg	etag:%2254ef9271f8ff32b5ed660f0a25b395b5%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afec15479a7799841a6c_04.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afec15479a7799841a6c_04.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:42	1019460/1019460	---M--	200	added ('OK')	image/jpeg	etag:%2217fff9c663545c9517c38ebed2af446b%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afeca92842f4dc7f0e8c_07.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afeca92842f4dc7f0e8c_07.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:42	1409348/1409348	---M--	200	added ('OK')	image/jpeg	etag:%22962408647f11682033709cbea5782748%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afed7c79e02d453b24c1_08.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afed7c79e02d453b24c1_08.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:42	1158175/1158175	---M--	200	added ('OK')	image/jpeg	etag:%22170ed3eb1aaa52efed44f0c8c711c695%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afed78611921674762c3_10.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afed78611921674762c3_10.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:42	1486612/1486612	---M--	200	added ('OK')	image/jpeg	etag:%222e317978607a42a8fed3f4339afd8697%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afed8c25514de8963c07_11.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63b5afed8c25514de8963c07_11.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:43	1024575/1024575	---M--	200	added ('OK')	image/jpeg	etag:%22774fa2cc24f251ebc5f9385f3b8179d2%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288e887ef00fa29909b1656_09.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288e887ef00fa29909b1656_09.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:43	3624560/3624560	---M--	200	added ('OK')	image/png	etag:%228b58c577f7b48e3108ae47dae0a6cbe5%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63f5c60f5152772165ce54b6_12.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63f5c60f5152772165ce54b6_12.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:44	2729346/2729346	---M--	200	added ('OK')	image/png	etag:%22e7df2eda768c91e6de159393d5d81e5c%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63f5c62e672a4d37bad8b643_13.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63f5c62e672a4d37bad8b643_13.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:45	702531/702531	---M--	200	added ('OK')	image/jpeg	etag:%220533593883742ee65e9baa7e0fdf2b62%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288e88790f189821011194b_12.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288e88790f189821011194b_12.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:45	189363/189363	---M--	200	added ('OK')	image/png	etag:%22d0f9b6a368de85ccb8ff21f4a9001b16%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b6f1971ae8ff8057111_fair%20dashboard01.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b6f1971ae8ff8057111_fair%20dashboard01.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:45	1021923/1021923	---M--	200	added ('OK')	image/jpeg	etag:%223e472a5d829ddad35105ff4ec3dafd32%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288e888789974b0b6e806bf_13.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288e888789974b0b6e806bf_13.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:46	331912/331912	---M--	200	added ('OK')	image/png	etag:%224e3152fc1508e3cf3cda72b59e4bc26c%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b6f1948ad2b7eb6978f_fair%20dashboard02.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b6f1948ad2b7eb6978f_fair%20dashboard02.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:46	373730/373730	---M--	200	added ('OK')	image/png	etag:%22488e58c1fa5cf6db6e6faee648d6cde0%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b703e6eda03d2d0d500_fair%20dashboard03.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b703e6eda03d2d0d500_fair%20dashboard03.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:47	402826/402826	---M--	200	added ('OK')	image/png	etag:%22e5c154b3f1c315b204dd03dfb91c93d0%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b6f5efc213c4ca861fc_fair%20dashboard04.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b6f5efc213c4ca861fc_fair%20dashboard04.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
